#;NAME;;P0;;;P1;;;F0;;;F1;;;AGE;BSURF;EDOT;
;;;(s);;;;;;(Hz);;;(s^-2);;;(Yr);(G);(ergs/s);
132;J0337+1715;rsa+14;0.00273258863244;9.0e-14;rsa+14;1.7666E-20;9.0e-24;rsa+14;365.953363096;1.1e-08;rsa+14;-2.3658E-15;1.2e-18;rsa+14;2.45e+09;2.22e+08;3.4e+34;
133;J0340+4130;hrm+11;0.003299339366490734;1.7e-17;abb+18;7.0470E-21;1.2e-24;abb+18;303.0909794113198;1.5e-12;abb+18;-6.4737E-16;1.1e-19;abb+18;7.42e+09;1.54e+08;7.7e+33;
134;J0341+5711;hrk+08;1.888;0;hrk+08;*;0;*;0.529661;0;hrk+08;*;0;*;*;*;*;
135;J0343-3000;bjd+06;2.59702715738;9.0e-11;bjd+06;0.057E-15;9.0e-18;bjd+06;0.385055657642;1.4e-11;bjd+06;-8.5E-18;1.4e-18;bjd+06;7.22e+08;3.89e+11;1.3e+29;
136;B0339+53;dth78;1.934478067294;1.5e-11;hlk+04;1.342243E-14;1.5e-19;hlk+04;0.516935299969;4.0e-12;hlk+04;-3.58677E-15;4.0e-20;hlk+04;2.28e+06;5.16e+12;7.3e+31;
137;J0344-0901;clh+20;1.226005572598;1.3e-11;clh+20;3.4708E-15;1.6e-18;clh+20;0.815656977709;8.0e-12;clh+20;-2.3091e-15;1.0e-18;clh+20;5.6e+06;2.09e+12;7.4e+31;
138;J0348+0432;lbr+13;0.0391226569017806;7.0e-16;afw+13;2.4075E-19;5.0e-23;afw+13;25.5606361937675;4.0e-13;afw+13;-0.15729E-15;3.0e-20;afw+13;2.57e+09;3.11e+09;1.6e+32;
139;J0349+2340;scb+19;2.42077097760;4.0e-11;mbc+20;1.0995E-15;7.0e-19;mbc+20;0.413091535405;7.0e-12;mbc+20;-1.8762E-16;1.2e-19;mbc+20;3.49e+07;1.65e+12;3.1e+30;
140;J0357+3205;aaa+09c;0.4441044988;6.0e-10;rkp+11;1.3037E-14;2.0e-17;rkp+11;2.251722292;3.0e-09;rkp+11;-6.61E-14;1.0e-16;rkp+11;5.4e+05;2.43e+12;5.9e+33;
141;B0353+52;dtws85;0.1970300980314;3.0e-13;hlk+04;4.76594E-16;3.0e-21;hlk+04;5.075366707885;7.0e-12;hlk+04;-1.227674E-14;6.0e-20;hlk+04;6.55e+06;3.1e+11;2.5e+33;
142;J0358+4155;slr+14;0.2264843322519;3.0e-13;lsk+18;1.4583E-16;1.6e-19;lsk+18;4.415316459453;4.0e-12;lsk+18;-2.843E-15;3.0e-18;lsk+18;2.46e+07;1.84e+11;5.0e+32;
143;B0355+54;mth72;0.156384121559;8.0e-12;lwy+16;4.39496E-15;5.0e-20;lwy+16;6.3945110925;3.0e-10;lwy+16;-17.9709E-14;2.0e-18;lwy+16;5.64e+05;8.39e+11;4.5e+34;
144;J0358+6627;slr+14;0.09150578075475;1.7e-13;lsk+18;1.089E-17;9.0e-20;lsk+18;10.92827132616;2.0e-11;lsk+18;-1.30E-15;1.0e-17;lsk+18;1.33e+08;3.19e+10;5.6e+32;
145;J0359+5414;cwp+17;0.0794272322920;1.3e-12;cwp+17;1.673360E-14;7.0e-20;cwp+17;12.5901403227;2.0e-10;cwp+17;-2.65247E-12;1.0e-17;cwp+17;7.52e+04;1.17e+12;1.3e+36;
146;B0403-76;mlt+78;0.54525418661;3.0e-11;lbs+20;1.54380E-15;1.2e-19;lbs+20;1.83400700914;9.0e-11;lbs+20;-5.1927E-15;4.0e-19;lbs+20;5.6e+06;9.28e+11;3.8e+32;
147;B0402+61;dth78;0.5945761650437;8.0e-13;ywml10;5.57316E-15;3.0e-20;ywml10;1.681870311647;2.0e-12;ywml10;-1.576474E-14;8.0e-20;ywml10;1.69e+06;1.84e+12;1.0e+33;
148;J0407+1607;lxf+05;0.02570173919463;2.0e-14;lxf+05;7.9E-20;3.0e-21;lxf+05;38.90787282632;4.0e-11;lxf+05;-1.20E-16;5.0e-18;lxf+05;5.15e+09;1.44e+09;1.8e+32;
149;J0408+551;hrk+08;1.837;0;hrk+08;*;0;*;0.544366;0;hrk+08;*;0;*;*;*;*;
150;J0408+552;hrk+08;0.754;0;hrk+08;*;0;*;1.326260;0;hrk+08;*;0;*;*;*;*;
151;J0410-31;bbj+11;1.8785;2.0e-04;bbj+11;*;0;*;0.53234;6.0e-05;bbj+11;*;0;*;*;*;*;
152;J0413+58;hrk+08;0.687;0;hrk+08;*;0;*;1.455604;0;hrk+08;*;0;*;*;*;*;
153;B0410+69;dtws85;0.3907150899386;3.0e-13;hlk+04;7.6601E-17;3.0e-21;hlk+04;2.5594097227140;1.7e-12;hlk+04;-5.01782E-16;1.6e-20;hlk+04;8.08e+07;1.75e+11;5.1e+31;
154;J0417+35;cnst96;0.65440;3.0e-05;cnst96;*;0;*;1.52812;8.0e-05;cnst96;*;0;*;*;*;*;
155;J0417+61;slr+14;0.440283;1.3e-05;slr+14;*;0;*;2.27127;7.0e-05;slr+14;*;0;*;*;*;*;
156;J0418-4154;bcm+15;0.757118945031;1.2e-11;lbs+20;1.31944E-15;4.0e-20;lbs+20;1.32079643042;2.0e-11;lbs+20;-2.30176E-15;6.0e-20;lbs+20;9.09e+06;1.01e+12;1.2e+32;
157;J0418+5732;vck+10;9.07838822;5.0e-08;rip+13;4.1E-15;1.0e-16;rip+13;0.1101517115;7.0e-10;rip+13;-4.97E-17;1.3e-18;rip+13;3.51e+07;6.17e+12;2.2e+29;
158;J0419+44;hrk+08;1.241;0;hrk+08;*;0;*;0.805802;0;hrk+08;*;0;*;*;*;*;
159;J0420-5022;hmz+04;3.453004027;1.2e-08;kv11;2.759E-14;1.0e-16;kv11;0.2896029058;1.0e-09;kv11;-2.314E-15;8.0e-18;kv11;1.98e+06;9.88e+12;2.6e+31;
160;J0421-0345;mld+96;2.161308494552;1.5e-11;hlk+04;1.16338E-15;1.5e-19;hlk+04;0.462682676962;3.0e-12;hlk+04;-2.4905E-16;3.0e-20;hlk+04;2.94e+07;1.6e+12;4.5e+30;
161;J0421+3255;ttol16;0.900105016;1.0e-09;tbc+20;0.06E-15;2.0e-17;tbc+20;1.1109814769;1.3e-09;tbc+20;-7.4E-17;2.5e-17;tbc+20;2.38e+08;2.35e+11;3.2e+30;
162;J0426+4933;hrk+08;0.922474730055;2.0e-12;bck+13;39.3444E-15;2.0e-19;bck+13;1.084040535116;3.0e-12;bck+13;-4.62353E-14;3.0e-19;bck+13;3.71e+05;6.1e+12;2.0e+33;
163;J0435+2749;rtj+96;0.3262794534509;1.4e-12;bfrs18;8.17E-18;1.1e-19;bfrs18;3.064857408039;1.3e-11;bfrs18;-0.767E-16;1.0e-18;bfrs18;6.33e+08;5.22e+10;9.3e+30;
164;J0437-4715;jlh+93;0.005757451936712637;1.7e-17;rhc+16;5.729215E-20;1.7e-25;rhc+16;173.6879458121843;5.0e-13;rhc+16;-1.728361E-15;5.0e-21;rhc+16;1.59e+09;5.81e+08;1.2e+34;
165;J0447-04;kkl+15;2.18819;2.0e-05;kkl+15;*;0;*;0.456999;5.0e-06;kkl+15;*;0;*;*;*;*;
166;J0448-2749;lml+98;0.4504483308563;1.7e-12;hlk+04;1.48347E-16;1.9e-20;hlk+04;2.220010446257;8.0e-12;hlk+04;-7.3112E-16;9.0e-20;hlk+04;4.81e+07;2.62e+11;6.4e+31;
167;J0449-7031;mfl+06;0.479163971291;1.4e-11;mfl+06;3.371E-15;4.0e-18;mfl+06;2.08696826121;7.0e-11;mfl+06;-1.4682E-14;1.8e-17;mfl+06;2.25e+06;1.29e+12;1.2e+33;
168;B0447-12;mlt+78;0.4380141493906;8.0e-13;hlk+04;1.02649E-16;6.0e-21;hlk+04;2.283031270545;4.0e-12;hlk+04;-5.3503E-16;3.0e-20;hlk+04;6.76e+07;2.15e+11;4.8e+31;
169;J0451-67;mfl+06;0.24545429;7.0e-08;mfl+06;0E-15;2.0e-15;mfl+06;4.0740783;1.2e-06;mfl+06;-0.00000000000000;4.0e-14;mfl+06;*;*;*;
170;B0450-18;vlw69;0.548939223294;3.0e-12;hlk+04;5.753107E-15;1.6e-20;hlk+04;1.821695294426;7.0e-12;hlk+04;-1.909211E-14;5.0e-20;hlk+04;1.51e+06;1.8e+12;1.4e+33;
171;J0453+1559;dsm+13;0.0457818168729515;3.3e-15;msf+15;1.8612E-19;8.0e-23;msf+15;21.8427329517106;1.6e-12;msf+15;-8.880E-17;4.0e-20;msf+15;3.9e+09;2.95e+09;7.7e+31;
172;J0454+4529;mhl+18;1.3891369360;4.0e-10;tbc+20;4.888E-15;2.0e-18;tbc+20;0.7198714353;3.0e-10;tbc+20;-2.5330E-15;1.1e-18;tbc+20;4.5e+06;2.64e+12;7.2e+31;
173;B0450+55;dth78;0.340729436235;1.0e-11;hlk+04;2.37227E-15;7.0e-20;hlk+04;2.93487997706;8.0e-11;hlk+04;-2.04336E-14;6.0e-19;hlk+04;2.28e+06;9.1e+11;2.4e+33;
174;B0456-69;mmh+91;0.320422711526;1.2e-11;ckm+01;1.02119E-14;1.5e-18;ckm+01;3.12087740359;1.2e-10;ckm+01;-9.9463E-14;1.5e-17;ckm+01;4.97e+05;1.83e+12;1.2e+34;
175;J0456-69;rcl+13;0.117073051;1.5e-08;rcl+13;*;0;*;8.5416754;1.1e-06;rcl+13;*;0;*;*;*;*;
176;J0456-7031;mfl+06;0.80013207321;1.0e-10;mfl+06;36.70E-15;3.0e-17;mfl+06;1.24979366967;1.6e-10;mfl+06;-5.732E-14;5.0e-17;mfl+06;3.45e+05;5.48e+12;2.8e+33;
177;J0457+23;dsm+13;0.5049;0;dsm+13;*;0;*;1.980590;0;dsm+13;*;0;*;*;*;*;
178;J0457-6337;mfl+06;2.49701169613;1.9e-10;mfl+06;0.21E-15;3.0e-17;mfl+06;0.40047870082;4.0e-11;mfl+06;-3.4E-17;5.0e-18;mfl+06;1.88e+08;7.33e+11;5.3e+29;
179;J0457-69;rcl+13;0.231390388;7.3e-08;rcl+13;*;0;*;4.3217007;1.4e-06;rcl+13;*;0;*;*;*;*;
180;J0458-0505;lbr+13;1.88347965849;1.8e-10;lbr+13;5.3E-16;1.5e-16;lbr+13;0.53093220067;6.0e-11;lbr+13;-1.5E-16;5.0e-17;lbr+13;5.63e+07;1.01e+12;3.1e+30;
181;J0458-67;rcl+13;1.1339000;1.8e-06;rcl+13;*;0;*;0.8819120;1.4e-06;rcl+13;*;0;*;*;*;*;
182;J0459-0210;mld+96;1.133076123659;6.0e-12;hlk+04;1.39825E-15;6.0e-20;hlk+04;0.882553236380;4.0e-12;hlk+04;-1.08910E-15;4.0e-20;hlk+04;1.28e+07;1.27e+12;3.8e+31;
183;J0501+4516;gwk08;5.76209653;4.0e-08;gwk+10;5.82E-12;3.0e-14;gwk+10;0.173547943;1.0e-09;gwk+10;-1.752E-13;8.0e-16;gwk+10;1.57e+04;1.85e+14;1.2e+33;
184;B0458+46;dth78;0.638565481517;3.0e-12;hlk+04;5.582339E-15;1.7e-20;hlk+04;1.566010110074;5.0e-12;hlk+04;-1.369006E-14;4.0e-20;hlk+04;1.81e+06;1.91e+12;8.5e+32;
185;B0502-66;mmh+91;0.69125141818;4.0e-11;ckm+01;2.3090E-14;6.0e-18;ckm+01;1.44665164324;9.0e-11;ckm+01;-4.8323E-14;1.3e-17;ckm+01;4.74e+05;4.04e+12;2.8e+33;
186;J0509+0856;mgf+19;0.0040558382315644;5.0e-16;mgf+19;4.412E-21;1.2e-23;mgf+19;246.55815713199;3.0e-11;mgf+19;-0.2682E-15;7.0e-19;mgf+19;1.46e+10;1.35e+08;2.6e+33;
187;J0509+3801;slr+14;0.07654134872199;1.2e-13;lsk+18;7.931E-18;3.0e-21;lsk+18;13.06483380156;2.0e-11;lsk+18;-1.3538E-15;4.0e-19;lsk+18;1.53e+08;2.49e+10;7.0e+32;
188;J0511-6508;mfl+06;0.322061827468;8.0e-12;mfl+06;0.206E-15;4.0e-18;mfl+06;3.10499386985;8.0e-11;mfl+06;-1.99E-15;4.0e-17;mfl+06;2.48e+07;2.61e+11;2.4e+32;
189;J0514-4002A;fgri04;0.004990575114112;3.0e-15;rfgr19;7.0E-22;1.3e-22;rfgr19;200.37770740535;1.0e-10;rfgr19;-2.8E-17;5.0e-18;rfgr19;1.13e+11;5.97e+07;2.2e+32;
190;J0514-4408;bcm+15;0.3202708224090;7.0e-13;brs+19;2.042031E-15;1.1e-20;brs+19;3.122357486324;6.0e-12;brs+19;-1.99080E-14;1.0e-19;brs+19;2.48e+06;8.18e+11;2.5e+33;
191;J0517+2212;cha03;0.2223665151982;7.0e-13;bfrs18;1.16047E-17;1.5e-21;bfrs18;4.497079963269;1.3e-11;bfrs18;-2.3469E-16;3.0e-20;bfrs18;3.04e+08;5.14e+10;4.2e+31;
192;J0518+5125;scb+19;0.912511685262;8.0e-12;mbc+20;1.91E-16;1.0e-18;mbc+20;1.095876377422;1.0e-11;mbc+20;-2.294E-16;1.3e-18;mbc+20;7.57e+07;4.22e+11;9.9e+30;
193;J0518+5416;slr+14;0.340202651600;6.0e-12;lsk+18;1.676E-15;4.0e-18;lsk+18;2.93942447332;5.0e-11;lsk+18;-1.448E-14;3.0e-17;lsk+18;3.22e+06;7.64e+11;1.7e+33;
194;J0519+44;hrk+08;0.515;0;hrk+08;*;0;*;1.941748;0;hrk+08;*;0;*;*;*;*;
195;J0519-6932;mfl+06;0.263211634568;3.0e-12;mfl+06;0.6968E-15;5.0e-19;mfl+06;3.79922415527;5.0e-11;mfl+06;-1.0058E-14;8.0e-18;mfl+06;5.98e+06;4.33e+11;1.5e+33;
196;J0520-2553;lml+98;0.2416421756731;7.0e-13;hlk+04;3.0092E-17;9.0e-21;hlk+04;4.138350423366;1.1e-11;hlk+04;-5.1536E-16;1.4e-19;hlk+04;1.27e+08;8.63e+10;8.4e+31;
197;J0521-68;rcl+13;0.43342070;3.0e-07;rcl+13;*;0;*;2.3072271;1.6e-06;rcl+13;*;0;*;*;*;*;
198;J0522-6847;mfl+06;0.67453190906;3.0e-11;mfl+06;17.727E-15;1.4e-17;mfl+06;1.48250955451;7.0e-11;mfl+06;-3.896E-14;4.0e-17;mfl+06;6.03e+05;3.5e+12;2.3e+33;
199;B0523+11;mlt+78;0.35443759451370;1.3e-13;hlk+04;7.36052E-17;6.0e-22;hlk+04;2.8213711397405;1.0e-12;hlk+04;-5.85907E-16;4.0e-21;hlk+04;7.63e+07;1.63e+11;6.5e+31;
200;J0525-6607;mgi+79;8.0470;2.0e-04;kkm+03;6.5E-11;5.0e-12;kkm+03;0.124270;4.0e-06;kkm+03;-1.00E-12;8.0e-14;kkm+03;1.96e+03;7.32e+14;4.9e+33;
201;B0525+21;sr68;3.74553925030;3.0e-11;ywml10;4.00530E-14;1.5e-18;ywml10;0.266984253314;2.0e-12;ywml10;-2.8550E-15;1.0e-19;ywml10;1.48e+06;1.24e+13;3.0e+31;
202;J0529-0715;clh+20;0.689223601359;9.0e-12;clh+20;5.755E-16;9.0e-19;clh+20;1.450907946316;1.7e-11;clh+20;-1.2114e-15;1.7e-18;clh+20;1.9e+07;6.37e+11;6.9e+31;
203;B0529-66;mhah83;0.975736826742;2.0e-11;lbs+20;1.54735E-14;4.0e-19;lbs+20;1.02486651379;2.0e-11;lbs+20;-16.2526E-15;4.0e-19;lbs+20;9.99e+05;3.93e+12;6.6e+32;
204;J0532-6639;mfl+06;0.64274275093;3.0e-11;mfl+06;5.354E-15;1.3e-17;mfl+06;1.55583240504;8.0e-11;mfl+06;-1.296E-14;4.0e-17;mfl+06;1.9e+06;1.88e+12;8.0e+32;
205;J0532-69;rcl+13;1.1491957;1.4e-06;rcl+13;*;0;*;0.8701738;1.1e-06;rcl+13;*;0;*;*;*;*;
206;J0533+0402;snt97;0.963017825057;1.9e-11;lbs+20;1.6002E-16;8.0e-20;lbs+20;1.03840237842;2.0e-11;lbs+20;-0.17255E-15;8.0e-20;lbs+20;9.53e+07;3.97e+11;7.1e+30;
207;J0533-4524;ovm+20;0.157284525096;2.0e-12;ovm+20;2.8024E-16;2.0e-20;ovm+20;6.35790456429;9.0e-11;ovm+20;-1.13281E-14;9.0e-19;ovm+20;8.89e+06;2.12e+11;2.8e+33;
208;J0533+6759;san16;0.0043881599698083;9.0e-16;san16;12.61E-21;9.0e-23;san16;227.88594920884;5.0e-11;san16;-6.55E-16;5.0e-18;san16;5.51e+09;2.38e+08;5.9e+33;
209;B0531+21;sr68;0.0333924123;1.2e-09;ljg+15;4.20972E-13;3.0e-18;ljg+15;29.946923;1.0e-06;ljg+15;-3.77535E-10;2.0e-15;ljg+15;1.26e+03;3.79e+12;4.5e+38;
210;J0534+34;ttm18;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;
211;J0534-6703;mfl+06;1.81756503106;1.7e-10;mfl+06;425.05E-15;6.0e-17;mfl+06;0.55018664142;6.0e-11;mfl+06;-1.28665E-13;1.9e-17;mfl+06;6.78e+04;2.81e+13;2.8e+33;
212;J0535-66;rcl+13;0.210524357;3.0e-08;rcl+13;*;0;*;4.7500442;7.0e-07;rcl+13;*;0;*;*;*;*;
213;J0535-6935;ckm+01;0.20051133;2.0e-08;mfl+06;11.5E-15;3.0e-16;mfl+06;4.9872493;5.0e-07;mfl+06;-2.86E-13;8.0e-15;mfl+06;2.76e+05;1.54e+12;5.6e+34;
214;B0538-75;mlt+78;1.245856132914;8.0e-12;jbv+19;5.777E-16;1.3e-18;jbv+19;0.802660896055;5.0e-12;jbv+19;-0.3722E-15;8.0e-19;jbv+19;3.42e+07;8.58e+11;1.2e+31;
215;J0537-69;rcl+13;0.112613212;2.0e-08;rcl+13;*;0;*;8.8799527;1.6e-06;rcl+13;*;0;*;*;*;*;
216;J0537-6910;mgz+98;0.0161222220245;4.0e-13;mgm+04;5.1784338E-14;1.1e-20;mgm+04;62.0261895958;1.3e-09;mgm+04;-1.9922720E-10;4.0e-17;mgm+04;4.93e+03;9.25e+11;4.9e+38;
217;J0538+2817;fcwa95;0.14315825891177;1.1e-13;klh+03;3.6694515E-15;1.3e-21;klh+03;6.985276348019;5.0e-12;klh+03;-179.04753E-15;6.0e-20;klh+03;6.18e+05;7.33e+11;4.9e+34;
218;J0540+3207;cfl+06;0.5242708632083;5.0e-13;nab+13;0.44811E-15;2.0e-20;nab+13;1.9074109781353;1.9e-12;nab+13;-1.63032E-15;8.0e-20;nab+13;1.85e+07;4.9e+11;1.2e+32;
219;B0540-69;shh84;0.0505697030222;1.8e-12;fak15;4.789091E-13;3.0e-19;fak15;19.7746860321;7.0e-10;fak15;-1.8727175E-10;8.0e-17;fak15;1.67e+03;4.98e+12;1.5e+38;
220;J0540-7125;lml+98;1.286014595;3.0e-09;dsb+98;8.2E-16;8.0e-17;dsb+98;0.7775961516;1.9e-09;dsb+98;-5.0E-16;5.0e-17;dsb+98;2.48e+07;1.04e+12;1.5e+31;
221;J0542-68;rcl+13;0.42518900;7.2e-07;rcl+13;*;0;*;2.351895;4.0e-06;rcl+13;*;0;*;*;*;*;
222;B0540+23;dls72;0.245983683333;5.0e-12;psj+19;1.541956E-14;8.0e-20;psj+19;4.06531029396;8.0e-11;psj+19;-25.48351E-14;1.3e-18;psj+19;2.53e+05;1.97e+12;4.1e+34;
223;J0543-6851;mfl+06;0.70895418575;6.0e-11;mfl+06;3.94E-15;3.0e-17;mfl+06;1.41052838124;1.2e-10;mfl+06;-7.84E-15;6.0e-17;mfl+06;2.85e+06;1.69e+12;4.4e+32;
224;J0544+20;dsm+16;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;
225;J0545-03;kkl+15;1.07393;2.0e-05;kkl+15;*;0;*;0.931159;1.8e-05;kkl+15;*;0;*;*;*;*;
226;J0546+2441;clm+05;2.84385038524;6.0e-11;clm+05;7.65E-15;3.0e-17;clm+05;0.351635938793;8.0e-12;clm+05;-9.46E-16;4.0e-18;clm+05;5.89e+06;4.72e+12;1.3e+31;
227;J0550+09;dsm+16;1.745;0;dsm+16;*;0;*;0.573066;0;dsm+16;*;0;*;*;*;*;
228;J0554+3107;pga+13;0.464960965736;1.6e-11;pga+13;1.426028E-13;1.1e-18;pga+13;2.15071817570;7.0e-11;pga+13;-0.659622E-12;5.0e-18;pga+13;5.17e+04;8.24e+12;5.6e+34;
229;J0555+3948;bck+13;1.1469058;2.0e-07;bck+13;*;0;*;0.87191119;1.6e-07;bck+13;*;0;*;*;*;*;
230;J0555-7056;mfl+06;0.82783808575;7.0e-11;mfl+06;5.96E-15;3.0e-17;mfl+06;1.20796568461;1.1e-10;mfl+06;-8.70E-15;5.0e-17;mfl+06;2.2e+06;2.25e+12;4.1e+32;
231;J0557+1550;skl+15;0.0025563670767829;6.0e-16;skl+15;7.352E-21;2.0e-23;skl+15;391.18012787837;8.0e-11;skl+15;-1.125E-15;3.0e-18;skl+15;5.51e+09;1.39e+08;1.7e+34;
232;J0557-2948;kmk+18;0.0436426389000;3.0e-13;kmk+18;0.000073E-15;5.0e-21;kmk+18;22.91337153767;1.6e-10;kmk+18;-3.8E-17;3.0e-18;kmk+18;9.47e+09;1.81e+09;3.5e+31;
233;B0559-57;mlt+78;2.261364513;3.0e-09;nmc81;2.78E-15;9.0e-17;nmc81;0.4422108838;6.0e-10;nmc81;-5.44E-16;1.8e-17;nmc81;1.29e+07;2.54e+12;9.5e+30;
234;B0559-05;mlt+78;0.3959691695432;5.0e-13;hlk+04;1.302098E-15;5.0e-21;hlk+04;2.525449143310;3.0e-12;hlk+04;-8.30464E-15;3.0e-20;hlk+04;4.82e+06;7.27e+11;8.3e+32;
235;J0605+3757;san16;0.0027279541573939;5.0e-16;san16;4.8E-21;2.0e-22;san16;366.57507505747;7.0e-11;san16;-6.5E-16;3.0e-17;san16;9e+09;1.16e+08;9.3e+33;
236;J0608+00;dsm+13;1.0762;0;dsm+13;*;0;*;0.929195;0;dsm+13;*;0;*;*;*;*;
237;J0609+16;ttk+17;0.9458;0;ttk+17;*;0;*;1.057306;0;ttk+17;*;0;*;*;*;*;
238;J0609+2130;lxf+05;0.05569801392951;2.0e-14;lxf+05;0.000235E-15;2.0e-21;lxf+05;17.953961540991;7.0e-12;lxf+05;-7.58E-17;7.0e-19;lxf+05;3.76e+09;3.66e+09;5.4e+31;
239;J0610-2100;bjd+06;0.0038613247042986;6.0e-16;bjd+06;0.00001235E-15;6.0e-23;bjd+06;258.97847929928;5.0e-11;bjd+06;-8.28E-16;5.0e-18;bjd+06;4.95e+09;2.21e+08;8.5e+33;
240;J0611+04;dsm+16;1.67443;0;dsm+16;*;0;*;0.597218;0;dsm+16;*;0;*;*;*;*;
241;J0611+1436;lsb+17;0.27032946262;3.0e-11;lsb+17;3.997E-15;3.0e-18;lsb+17;3.6991898342;5.0e-10;lsb+17;-5.469E-14;5.0e-17;lsb+17;1.07e+06;1.05e+12;8.0e+33;
242;J0611+30;cnst96;1.412090;3.0e-06;cnst96;*;0;*;0.7081702;1.6e-06;cnst96;*;0;*;*;*;*;
243;B0609+37;stwd85;0.29798232657184;1.8e-13;hlk+04;5.94681E-17;1.8e-21;hlk+04;3.3559037259175;2.0e-12;hlk+04;-6.69735E-16;2.0e-20;hlk+04;7.94e+07;1.35e+11;8.9e+31;
244;J0612+37216;slr+14;0.443871367665;2.0e-11;lsk+18;1.50E-16;1.4e-17;lsk+18;2.2529049469;1.0e-10;lsk+18;-7.6E-16;7.0e-17;lsk+18;4.7e+07;2.61e+11;6.8e+31;
245;J0613-0200;lnl+95;0.003061844040962330;9.0e-18;abb+18;9.59057E-21;1.5e-25;abb+18;326.6005670509927;9.0e-13;abb+18;-1.023006E-15;1.5e-20;abb+18;5.06e+09;1.73e+08;1.3e+34;
246;J0613+3731;cvh+14;0.61919818110;7.0e-11;cvh+14;3.2448E-15;2.0e-18;cvh+14;1.61499182415;1.6e-10;cvh+14;-8.463E-15;5.0e-18;cvh+14;3.02e+06;1.43e+12;5.4e+32;
247;B0611+22;dls72;0.33495996611;1.6e-10;hlk+04;5.94494E-14;1.2e-18;hlk+04;2.9854313983;1.4e-09;hlk+04;-5.29861E-13;1.0e-17;hlk+04;8.93e+04;4.52e+12;6.2e+34;
248;J0614-3329;rrc+11;0.003148669579439;9.0e-15;rrc+11;1.75E-20;7.0e-22;rrc+11;317.5944552995;9.0e-10;rrc+11;-1.77E-15;7.0e-17;rrc+11;2.84e+09;2.38e+08;2.2e+34;
249;J0614+83;slr+14;1.039203;5.1e-05;slr+14;*;0;*;0.96228;5.0e-05;slr+14;*;0;*;*;*;*;
250;J0621+0336;bkl+13;0.2699540683678;9.0e-13;bkl+13;0.00724E-15;6.0e-20;bkl+13;3.704333874448;1.3e-11;bkl+13;-9.93E-17;9.0e-19;bkl+13;5.91e+08;4.47e+10;1.5e+31;
251;J0621+1002;cnst96;0.0288538611940574;1.6e-15;dcl+16;4.730E-20;5.0e-23;dcl+16;34.6574066214041;2.0e-12;dcl+16;-5.681E-17;7.0e-20;dcl+16;9.67e+09;1.18e+09;7.8e+31;
252;J0621+2514;san16;0.0027217879391872;4.0e-16;san16;24.83E-21;3.0e-23;san16;367.40555191770;6.0e-11;san16;-3.352E-15;5.0e-18;san16;1.74e+09;2.63e+08;4.9e+34;
253;J0621-55;kbj+18;*;0;*;*;0;*;*;0;*;*;0;*;*;*;*;
254;J0622+3749;pga+12;0.333208231801;6.0e-12;pga+12;2.54237E-14;5.0e-19;pga+12;3.00112633651;5.0e-11;pga+12;-2.28985E-13;4.0e-18;pga+12;2.08e+05;2.95e+12;2.7e+34;
255;J0623+0340;bkl+13;0.613759600022;7.0e-12;bkl+13;0.08837E-15;3.0e-20;bkl+13;1.629302417370;1.9e-11;bkl+13;-2.3459E-16;8.0e-20;bkl+13;1.1e+08;2.36e+11;1.5e+31;
256;B0621-04;mlt+78;1.0390764758510;1.5e-12;hlk+04;8.30442E-16;1.2e-20;hlk+04;0.9623930704244;1.3e-12;hlk+04;-7.69156E-16;1.1e-20;hlk+04;1.98e+07;9.4e+11;2.9e+31;
257;J0625+10;cnst96;0.498397;3.0e-06;cnst96;*;0;*;2.006433;1.3e-05;cnst96;*;0;*;*;*;*;
258;J0627+0649;bkl+13;0.346522567131;1.3e-11;bkl+13;1.698E-15;3.0e-18;bkl+13;2.88581493632;1.1e-10;bkl+13;-1.414E-14;3.0e-17;bkl+13;3.23e+06;7.76e+11;1.6e+33;
259;J0627+0706;cha03;0.475884937713;3.0e-12;lbs+20;2.980860E-14;1.2e-19;lbs+20;2.10134828979;1.0e-11;lbs+20;-131.6248E-15;5.0e-19;lbs+20;2.53e+05;3.81e+12;1.1e+34;
260;J0627+16;dcm+09;2.180;0;dcm+09;*;0;*;0.458716;0;dcm+09;*;0;*;*;*;*;
261;J0628+0909;cfl+06;1.241421391299;3.0e-12;nab+13;0.5479E-15;2.0e-19;nab+13;0.8055282493188;2.0e-12;nab+13;-3.5552E-16;1.3e-19;nab+13;3.59e+07;8.35e+11;1.1e+31;
262;B0626+24;dth78;0.476622836038;4.0e-12;hlk+04;1.99573E-15;3.0e-20;hlk+04;2.098095022707;1.5e-11;hlk+04;-8.78519E-15;1.2e-19;hlk+04;3.78e+06;9.87e+11;7.3e+32;
263;J0630-0046;bkl+13;0.680574832268;7.0e-12;bkl+13;3.7481E-15;1.9e-18;bkl+13;1.469346135924;1.6e-11;bkl+13;-8.092E-15;5.0e-18;bkl+13;2.88e+06;1.62e+12;4.7e+32;
264;J0630+19;dsm+16;1.24855;0;dsm+16;*;0;*;0.800929;0;dsm+16;*;0;*;*;*;*;
265;B0628-28;lvw69a;1.24441859615;8.0e-11;hlk+04;7.1229E-15;3.0e-19;hlk+04;0.80358811986;5.0e-11;hlk+04;-4.59962E-15;1.3e-19;hlk+04;2.77e+06;3.01e+12;1.5e+32;
